企业名称,注册资本,企业地址
青岛特蕾莎曼贸易有限公司,100万元人民币,山东省青岛市崂山区海尔路33号埠东佳苑小区3号楼2单元301室
青岛首星贸易有限公司,50万元人民币,青岛即墨市华山二路577号青岛义乌城12幢一层108号
青岛世纪宏图国际贸易有限公司,50万元人民币,青岛经济技术开发区珠江路117号内46号4-269室
青岛科华百斯特贸易有限公司,50万元人民币,青岛市李沧区京口路88号2栋4单元502户
青岛华美莱贸易发展有限公司,50万元人民币,山东省青岛市市北区山东路117号2号楼1801户
青岛共昌贸易有限公司,31万元人民币,山东省青岛市即墨区岙兰路1159号1号楼1单元1633户
青岛泰屹德国际贸易有限公司,50万元人民币,青岛市崂山区苗岭路19号(裕龙大厦1号楼2单元401户)
青岛天维达生物科技有限公司,300万元人民币,山东省青岛市黄岛区长江东路427号金岭尚座2304室
青岛中港汕工贸有限公司,300万元人民币,山东省青岛市即墨市龙山街道办事处西程哥庄村埠惜路8号
青岛明远电子有限公司,100万元人民币,山东省青岛市即墨区环秀街道办事处西叫村7号
青岛世盛鑫源国际贸易有限公司,50万元人民币,青岛市市南区旌德路17号9号楼2单元301室
青岛思蒂欧国际贸易有限公司,50万元人民币,山东省青岛市市南区洞庭湖路12号2-602
青岛宝金壹号锯业有限公司,10万元人民币,山东省青岛市胶州市三里河街道办事处七里河新村5号楼1501
青岛康源宝林贸易有限公司,50万元人民币,青岛市崂山区海尔路75号241室
青岛春之吉进出口有限公司,50万元人民币,青岛市城阳区棘洪滩街道古岛社区南岙东路东侧
青岛蒙森进出口有限公司,50万元人民币,青岛经济技术开发区团结路1478号通用厂房217室
青岛天和阳光国际贸易有限公司,50万元人民币,青岛市崂山区海尔路63号(数码科技中心2号楼401户)
青岛禄沣电子有限公司,100万元人民币,山东省青岛市市北区兴隆路80号3号楼1单元1303户
青岛恒和佳国际贸易有限公司,100万元人民币,青岛市市南区福州北路1号天福苑小区9号楼2单元102室
青岛坤宇鸿润国际贸易有限公司,50万元人民币,山东省青岛市胶州市李哥庄镇小窑村
青岛泰昌隆贸易有限公司,100万元人民币,山东省青岛市市南区澳门路136号10栋3单元101户
青岛海力格新型建材有限公司,300万元人民币,青岛市李沧区重庆中路967号9号楼3单元102
青岛美和祥盛进出口有限公司,50万元人民币,青岛市李沧区北崂路1022号D3楼413室
青岛优利特发制品有限公司,10万元人民币,青岛市市南区城武路1号5单元403户
青岛鑫荣源工艺品有限公司,60万元人民币,山东省青岛市李沧区宾川路159号A1号楼3单元101
青岛普丰高分子材料有限公司,50万元人民币,山东省青岛市城阳区惜福镇街道东葛家社区666号
青岛合盛裕进出口有限公司,50万元人民币,山东省青岛市黄岛区崇明岛西路66栋2楼59号05室
青岛三支箭国际贸易有限公司,300万元人民币,青岛市城阳区城阳街道西旺疃社区东300米
青岛游龙国际贸易有限公司,50万元人民币,山东省青岛市崂山区海尔路182-6号1401户
青岛顺和成商贸有限公司,300万元人民币,青岛市市南区东海一路2号2单元402户
青岛怡雅菲进出口有限公司,148万元人民币,青岛市市南区宁夏路131号1单元201户
青岛锦绣利达化工有限公司,300万元人民币,山东省青岛市崂山区劲松五路181号2号楼2单元802
青岛钜洋信息工程有限公司,500万元人民币,山东省青岛市市北区通榆路46号-1070
青岛海贝尔游艇有限公司,100万元人民币,青岛市李沧区惠水路18号
青岛拓隆盛工贸有限公司,600万元人民币,山东省青岛市市北区郑州路43号A栋120-68室(集中办公区)
青岛铭城昊国际贸易有限公司,500万元人民币,山东省青岛市市南区保定路18号17层1711室
青岛德维盛进出口有限公司,10万元人民币,青岛胶州市胶州西路245号紫金苑小区7号楼1单元501
青岛鱼来渔旺国际贸易有限公司,1000万元人民币,山东省青岛市崂山区同安路880号2号楼17层1902户
青岛纽斯达贸易有限公司,1000万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-904(商务秘书公司托管地址)(A)
青岛恒泰联丰实业有限公司,1000万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-1443(商务秘书公司托管地址)(A)
青岛汇琦国际贸易有限公司,1000万元人民币,山东省青岛市保税港区青岛出口加工区龙海路168号管委办公楼519室(集中办公区)
青岛杰乐国际贸易有限公司,20万美元,山东省青岛市市南区旌德路26号1号楼3单元712户
青岛浦兰尼特实业有限公司,1000万元人民币,山东省青岛市黄岛区银沙滩路71号迪维花园3-3-502
青岛欣慧塑胶制品厂,,山东省青岛市黄岛区胶南街道办事处冯家岭村
青岛鑫华炫国际贸易有限公司,100万元人民币,山东省青岛市城阳区惜福镇街道前金社区王沙路1348号
青岛亚元金属材料有限公司,1000万元人民币,青岛市市北区延安三路114号3单元408户
青岛润煌经贸有限公司,200万元人民币,青岛市市南区瞿塘峡路19号402户
青岛万丰堂贸易有限公司,100万元人民币,山东省青岛市城阳区正阳路205号1号楼办公825室150504号(集中办公区)
青岛向寰国际贸易有限公司,100万元人民币,青岛市市南区福州南路103号B座1103户
青岛利新洁国际贸易有限公司,100万元人民币,山东省青岛市城阳区城阳街道崇阳路510号宝龙城市广场1032
青岛三涛国际贸易有限公司,100万元人民币,青岛市市南区山东路9号A座27F
青岛冠世泓国际贸易有限公司,100万元人民币,山东省青岛市市南区金坛支路6号2102户
青岛飞冠嘉美国际贸易有限公司,100万元人民币,青岛市市北区山东路118号2号楼1601户
青岛航宇海风航空科技有限公司,100万元人民币,青岛市崂山区北宅街道北宅科社区436号
青岛世纪旺鑫进出口有限公司,200万元人民币,山东省青岛市黄岛区漓江东路505号丁5栋3单元302
青岛泽恺国际贸易有限公司,100万元人民币,青岛市市南区瞿塘峡路43号1号楼202户
青岛鑫鲁渝制帽有限公司,100万元人民币,山东省青岛市胶州市胶东街道办事处葛家庄村(204国道旁)
青岛金海森国际贸易有限公司,100万元人民币,青岛经济技术开发区长江中路467栋1单元31楼3101号
青岛伊美达工艺品有限公司,100万元人民币,青岛市李沧区京口路28号1号楼706户
青岛丹青进出口有限公司,100万元人民币,山东省青岛市市南区香港中路18号1号楼1408户
青岛鸿润喜臣国际贸易有限公司,100万元人民币,山东省青岛市黄岛区朝阳山路77号康大联创2单元0904
青岛品致家具有限公司,100万元人民币,山东省青岛市市北区延安路175号榉林花园A座103
青岛新汉华国际贸易有限公司,100万元人民币,山东省青岛市胶州市九龙办事处洋河路西侧
青岛鑫中顺国际贸易有限公司,100万元人民币,青岛市李沧区虎山路40号甲7单元601
青岛海纳通经贸有限公司,100万元人民币,青岛市市南区山东路9号B座21C户
青岛梅特兰日化用品有限公司,10万美元,山东省青岛市城阳区黑龙江中路687号1栋-1层
青岛会胜国际贸易有限公司,100万元人民币,山东省青岛市市北区合肥路280号-335
青岛鼎丰世纪进出口有限公司,200万元人民币,青岛市市北区哈尔滨路52号青建太阳岛2号楼1209户
青岛苏健电子科技有限公司,100万元人民币,青岛市市北区临淄路50号1号楼1单元1001户
青岛鹏骏工贸有限公司,100万元人民币,青岛市四方区重庆南路60号7栋3单元501户
青岛天合邦进出口贸易有限公司,100万元人民币,山东省青岛市黄岛区庐山路208号5号楼2单元501
青岛瑞斯科分析技术有限公司,120万元人民币,山东省青岛市崂山区辽阳东路16号17号楼303户
青岛金世永兴动力科技有限公司,100万元人民币,青岛市李沧区兴华路15号8号楼3037室
青岛飞马国际贸易有限公司,100万元人民币,山东省青岛市崂山区辽阳东路16号20号楼1单元701
青岛持瑜科思美化妆品进出口有限公司,100万元人民币,青岛市李沧区四流中路7号
青岛宝吉家居用品有限公司,100万元人民币,青岛市市北区敦化路538号3号楼4单元702户
宏记聚合（青岛）进出口有限公司,50万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-766(商务秘书公司托管地址)(A)
青岛润泰锦华贸易有限公司,100万元人民币,山东省青岛市市北区延安三路67号5号楼3单元401户
青岛派沃洛克国际商贸有限公司,10万美元,青岛市崂山区海尔路63号2号楼1814户
青岛锦泰程国际贸易有限公司,100万元人民币,山东省青岛市市南区山东路52号华嘉大厦2207室
青岛富海新能源有限公司,100万元人民币,山东省青岛市黄岛区富春江路18号内2号楼二单元102A
青岛尚德乐国际贸易有限公司,100万元人民币,山东省青岛市崂山区海尔路29号6号楼1单元602户
青岛海科达工贸有限公司,50万元人民币,青岛市城阳区夏庄街道西黄埠村
青岛森合金属有限公司,100万元人民币,青岛经济技术开发区庐山路208号10栋1单元601
青岛浩业进出口有限公司,100万元人民币,青岛市四方区南宁路102号8号楼1单元101室
青岛瑞彩印刷包装有限公司,150万元人民币,青岛市城阳区流亭街道东流亭社区居委会北100米
青岛万洋通商商贸有限公司,200万元人民币,青岛市市北区同德路73号3号楼2单元1702户
青岛百思安防护用品有限公司,200万元人民币,山东省青岛市胶州市胶北街道办事处北关工业园
青岛市华宏劳保用品有限公司,200万元人民币,山东省青岛市胶州市胶北街道办事处胶州西路南(胶州市胶白蔬菜育种中心南)
青岛吉安迪工贸有限公司,100万元人民币,青岛市城阳区夏庄街道西黄埠社区西2000米
青岛润泰环保科技有限公司,500万元人民币,山东省青岛市黄岛区张黄公路南侧
青岛先锋国际商贸有限公司,1100万元人民币,山东省青岛市胶州市三里河街道办事处文化街管理村外开门3号
青岛道乾新材料科技有限公司,500万元人民币,中国(山东)自由贸易试验区青岛片区前湾保税港区北京路45号东办公楼一楼-1975(商务秘书公司托管地址)(A)
青岛泰之清国际贸易有限公司,100万元人民币,山东省青岛市市南区观海一路29号257室
青岛优信包装有限责任公司,100万元人民币,山东省青岛市市南区四川路25号5号楼2303户
青岛赫利森进出口有限公司,10万元人民币,青岛市市北区山东路111号1号楼1单元2803户
青岛泽尔克国际贸易有限公司,50万元人民币,山东省青岛市市南区掖县路19号1单元401户
青岛创信电器制造有限公司,100万元人民币,青岛市即墨市北安工业园
青岛海涵国际贸易有限公司,50万元人民币,青岛市崂山区海口路233号13号楼1单元302户
青岛百渡智慧软件开发有限公司,100万元人民币,青岛市李沧区四流北路23号
青岛地奥新能源技术有限公司,100万元人民币,青岛市城阳区正阳路205号海都国际B座1025
青岛海林电力成套有限公司,50万元人民币,青岛市李沧区瑞金路29号
青岛诺朝美贸易有限公司,20万元人民币,山东省青岛市市南区南京路78号1号楼1单元801户
青岛永德鑫贸易有限公司,250万元人民币,山东省青岛市市南区山东路22号金孚大厦2号楼1002户
青岛泰孚达篷业有限公司,20万元人民币,青岛市市北区抚顺路2号1号楼4单元502户
