厂名,注册资本,地址,产品,批准编号
康芝药业股份有限公司,45,000万(元),海南省海口国家高新技术产业开发区药谷工业园药谷三路6号康芝药业股份有限公司2号厂房和12号楼二层,医用外科口罩,琼械注准20202140005
康芝药业股份有限公司,45,000万(元),海南省海口国家高新技术产业开发区药谷工业园药谷三路6号康芝药业股份有限公司2号厂房和12号楼二层,一次性使用医用口罩,琼械注准20202140006
康普药业股份有限公司,7,923.8094万(元),湖南省汉寿太子庙工业园康普大道8号,医用外科口罩（无菌型）,湘械注准20202140344
康普药业股份有限公司,7,923.8094万(元),湖南省汉寿太子庙工业园康普大道8号,一次性使用医用口罩（无菌型）,湘械注准20202140350
康普药业股份有限公司,7,923.8094万(元),湖南省汉寿太子庙工业园康普大道8号,一次性使用医用口罩（非无菌型）,湘械注准20202140343
庆阳市康盛医疗器械有限公司,2,216万(元),甘肃省庆阳市宁县和盛镇工业园区,一次性使用口罩,甘械注准20152640034
广西柳州圣美康医疗器械有限公司,9,000万(元),柳江县新兴工业园区,普通医用口罩,桂械注准20162640002
广西柳州圣美康医疗器械有限公司,9,000万(元),柳江县新兴工业园区,普通医用口罩、帽子,桂械注准20162640081
广西北仑河医疗卫生材料有限公司,1,580万(元),南宁市邕宁区龙门路1号厂房第五层,医用口罩,桂械注准20202140036
广水欣邦达医疗用品有限公司,500万(元),广水市十里办事处清水桥村（十里工业园区6号-2栋1层、3栋1层),一次性使用医用口罩,鄂械注准20192142592
广水天成医疗科技制品有限公司,500万(元),湖北省广水市十里工业区六号,一次性使用医用口罩,鄂械注准20182642537
广州福泽龙卫生材料有限责任公司,700万(元),广州从化市江埔街灌村路口,一次性医用外科口罩,粤械注准20162641542
广州福泽龙卫生材料有限责任公司,700万(元),广州从化市江埔街灌村路12号,一次性医用外科口罩,粤械注准20162641542（变更文件）
广州永益医疗器械有限公司,110万(元),广州市番禺区沙湾镇大涌口村第三工业区15号,医用护理口罩,粤食药监械（准）字2014第2640759号（变更文件）
广州永益医疗器械有限公司,110万(元),广州市番禺区沙湾镇大涌口村第三工业区15号,医用护理口罩,粤械注准20192140694
广州市番禺区豪政卫生材料厂,-,广州市番禺区石楼镇石化公路石楼路段14号（综合楼）二楼、三楼；广州市番禺区石楼镇石化公路石楼路段14号(车房),医用外科口罩,粤械注准20172641570
广州市番禺区豪政卫生材料厂,-,广州市番禺区石楼镇石化公路石楼路段14号（综合楼）二楼、三楼；广州市番禺区石楼镇石化公路石楼路段14号(车房),医用外科口罩,粤械注准20172641570（变更文件）
广州市番禺万福卫生用品有限公司,150万(元),广州市番禺区沙湾镇细岗工业区南一排15号、南三排3号,一次性使用医用口罩,粤械注准20172640708
广州市洛华医疗器械实业有限公司,50万(元),广州市南沙区东涌镇昌利工业城C26座、C27座,一次性使用医用外科口罩,粤械注准20192140472
广州市安身宝医疗器械有限公司,300万(元),广州市花都区团结路12号之二2栋401房（空港花都）,医用外科口罩,粤械注准20192140465
广州市安身宝医疗器械有限公司,300万(元),广州市花都区团结路12号之二2栋401房（空港花都）,医用防护口罩,粤械注准20192140485
广州市安身宝医疗器械有限公司,300万(元),广州市花都区团结路12号之二2栋401房（空港花都）,医用防护口罩,粤械注准20192140485（变更文件）
广州市安身宝医疗器械有限公司,300万(元),广州市花都区团结路12号之二2栋401房（空港花都）,医用外科口罩,粤械注准20192140465（变更文件）
广州市卫信工贸有限公司,405万(元),广州市黄埔区骏丰路81号一楼、四楼,医用外科口罩,粤械注准20152140978
广州健朗医用科技有限公司,5,500万(元),广州市从化明珠工业园丽峰路3号1号楼2楼、1楼西侧,医用护理口罩,粤械注准20172640537
广州中誉医疗器械有限公司,268万(元),广州市白云区江高镇大龙头龙头南路17号自编2号3、4楼,医用外科口罩,粤械注准20182640422
广州中誉医疗器械有限公司,268万(元),广州市白云区江高镇大龙头龙头南路17号自编2号3、4楼,一次性医用口罩,粤械注准20182640418
广安康盾医疗器械有限公司,2,000万(元),四川省广安市岳池经开区科伦路1号,一次性使用医用口罩,川械注应急准20202140019
广东泽昌贸易有限公司,600万(元),广州市白云区机场路兵房街261号,医用外科口罩,粤械注准20162640851
广东必达医疗科技有限公司,1,600万(元),东莞市长安镇上沙振兴区新风路2号,医用外科口罩,粤械注准20162640866
广东必达医疗科技有限公司,1,600万(元),东莞市长安镇上沙振兴区新风路2号,一次性使用医用口罩,粤械注准20162640867
广东宏瑞医疗器械有限公司,200万(元),广州市番禺区石楼镇永龙路1号,医用外科口罩,粤械注准20142140232
常熟一诺医疗用品有限公司,248.3487万(元),常熟市支塘镇,一次性使用口罩,苏械注准20172640236
常熟一诺医疗用品有限公司,248.3487万(元),常熟市支塘镇,一次性使用医用外科口罩,苏械注准20172642214
常州市莱洁卫生材料有限公司,1,000万(元),武进区嘉泽镇工业集中区,一次性使用医用口罩,苏械注准20192141087
巩留县众康医用材料有限公司,600万(元),新疆伊犁哈萨克自治州巩留县城北中小微企业园标准化厂房2号,医用外科口罩,新械注准20202140006
巩留县众康医用材料有限公司,600万(元),新疆乌鲁木齐市高新技术产业开发区（新市区）宏扬路999号3号楼南栋402室,医用防护口罩,新械注准20202140004
崇阳稳健医用纺织品有限公司,2,855万(元),-,一次性使用医用口罩,鄂械注准20152642096
岳阳民康医用材料有限公司,2,000万(元),湖南省岳阳县荣家湾镇文胜路28号,医用外科口罩（非无菌型）,湘械注准20202140335
岳阳民康医用材料有限公司,2,000万(元),湖南省岳阳县荣家湾外镇文胜路28号,医用外科口罩（无菌型）,湘械注准20202140336
岳阳民康医用材料有限公司,2,000万(元),湖南省岳阳县荣家湾镇文胜路28号,一次性使用医用口罩（无菌型）,湘械注准20202140239
岳阳民康医用材料有限公司,2,000万(元),湖南省岳阳县荣家湾镇文胜路28号,一次性使用医用口罩（非无菌型）,湘械注准20202140240
山西神农晟晔医疗器械有限责任公司,5,000万(元),山西省晋城市高平市新华街1号,一次性使用医用口罩,晋械注准20202140012
山西康灵医疗器械有限公司,4,500万(元),山西省文水县开栅镇开栅村东工业园区,医用外科口罩,晋械注准20202140013
山西康健恩生物科技有限公司,1,000万(元),山西侯马经济开发区香邑大街医疗健康产业基地4栋1层1号,医用防护口罩,晋械注准20202140034
山西卫信医疗科技有限公司,2,000万(元),山西综改示范区太原唐槐园区唐槐路98号,一次性使用医用口罩,晋械注准20202140023
山西健康动力医疗科技有限公司,1,030万(元),山西省临汾市曲沃县乐昌镇苏村东华街1号,医用外科口罩,晋械注准20202140016
山西健康动力医疗科技有限公司,1,030万(元),山西省临汾市曲沃县乐昌镇苏村东华街1号,医用防护口罩,晋械注准20202140017
山西丹仁医疗器械有限公司,200万(元),山西省高平市米山镇南朱庄村,一次性使用医用口罩,晋械注准20202140010
山东鲁润阿胶药业有限公司,6,666万(元),巨野县城巨富路中段路南,一次性使用医用口罩,鲁械注准20202140314
山东鲁润阿胶药业有限公司,6,666万(元),巨野县城巨富路中段路南,医用外科口罩,鲁械注准20202140313
山东鑫珂海洋生物技术股份有限公司,7,742.75万(元),山东省临朐经济开发区西环路7188号,医用防护口罩,鲁械注准20202140249
山东鑫珂海洋生物技术股份有限公司,7,742.75万(元),山东省临朐经济开发区西环路7188号,医用外科口罩,鲁械注准20202140248
山东速康医疗科技有限公司,500万(元),山东省淄博市张店区淄河大道27号,医用外科口罩,鲁械注准20202140232
山东荣健卫生材料有限公司,365万(元),山东省高青县经济开发区侨牌东厂区,医用外科口罩,鲁械注准20202140223
山东荣健卫生材料有限公司,365万(元),山东省高青县经济开发区侨牌东厂区,一次性使用医用口罩,鲁械注准20202140185
山东省聚成医疗器械有限公司,1,200万(美元),安丘市双丰大道东段南侧,医用防护口罩,鲁械注准20172640644
山东省聚成医疗器械有限公司,1,200万(美元),安丘市双丰大道东段南侧,医用外科口罩,鲁械注准20172640350
山东省聚成医疗器械有限公司,1,200万(美元),安丘市双丰大道东段南侧,一次性使用医用口罩,鲁械注准20172640889
山东省聚成医疗器械有限公司,1,200万(美元),安丘市双丰大道东段南侧,一次性医用口罩、帽,鲁械注准20182640214
山东百多安医疗器械股份有限公司,6,000万(元),山东齐河经济开发区百多安工业园；山东齐河齐鲁高新技术开发区百多安生物医学科技园区,一次性医用外科口罩,鲁械注准20202140224
山东百多安医疗器械股份有限公司,6,000万(元),山东齐河经济开发区百多安工业园；山东齐河齐鲁高新技术开发区百多安生物医学科技园区,一次性使用医用口罩,鲁械注准20202140228
山东登胜药业有限公司,3,000万(元),莱芜市莱城区口镇医药产业园11号楼,一次性使用医用口罩,鲁械注准20202140131
山东瑞通高分子医疗器械有限公司,2,000万(元),山东省济宁市兖州区颜店镇工业园嵫山路006号,一次性使用医用外科口罩,鲁械注准20202140218
山东爱达医用制品有限公司,300万(元),山东省潍坊市潍城区望留街办王家庄,医用防护口罩,鲁械注准20202140192
山东爱达医用制品有限公司,300万(元),山东省潍坊市潍城区望留街办王家庄,普通医用口罩,鲁械注准20152140334
山东爱达医用制品有限公司,300万(元),山东省潍坊市潍城区望留街办王家庄,医用外科口罩,鲁械注准20152140177
山东爱达医用制品有限公司,300万(元),山东省潍坊市潍城区望留街办王家庄,普通医用口罩,鲁械注准20152640334
山东爱达医用制品有限公司,300万(元),山东省潍坊市潍城区望留街办王家庄,医用防护口罩,鲁械注准20152640335
山东海纯生物科技有限公司,1,000万(元),山东省菏泽市开发区福州路1789号,医用外科口罩,鲁械注准20202140221
山东海斯摩尔医疗器械有限公司,500万(元),山东省宁阳经济开发区堡头大街以北，彩山大道以西,医用外科口罩（非无菌）,鲁械注准20202140199
山东朱氏药业集团有限公司,10,000万(元),山东单县经济级开发区和山东单县经济技术开发区食品药品产业园单德路6号,医用防护口罩,鲁械注准20202140312
山东朱氏药业集团有限公司,10,000万(元),单县开发区樊楼路南,一次性使用医用口罩（非外科用）,鲁械注准20172640652
山东朱氏药业集团有限公司,10,000万(元),单县开发区樊楼路南,一次性使用医用外科口罩,鲁械注准20192140064
山东星之诚生物科技有限公司,2,000万(元),济南市历城区临港经济开发区临港北路6677号,一次性使用医用口罩,鲁械注准20202140317
山东星之诚生物科技有限公司,2,000万(元),济南市历城区临港经济开发区临港北路6677号,医用外科口罩,鲁械注准20202140316
山东易康医疗科技有限公司,2,000万(元),山东省菏泽市郓城县经济开发区工业二路路南,医用外科口罩,鲁械注准20202140292
山东易康医疗科技有限公司,2,000万(元),山东省菏泽市郓城县经济开发区工业二路路南,一次性使用医用口罩,鲁械注准20202140291
山东昂扬医疗科技有限公司,1,000万(元),山东菏泽曹县迎宾大道中段路北,医用一次性口罩,鲁械注准20162640481
